[2025-10-06 06:53:48,926] INFO: Logging to data/logs/fetch_author_metrics_20251006_065348.log
[2025-10-06 06:53:50,108] WARNING: HTTP 429 from https://api.openalex.org/authors/A5091185879; retrying (attempt 1/3)
[2025-10-06 06:53:51,966] WARNING: HTTP 429 from https://api.openalex.org/authors/A5108610568; retrying (attempt 1/3)
[2025-10-06 06:53:53,852] WARNING: HTTP 429 from https://api.openalex.org/authors/A5103436058; retrying (attempt 1/3)
[2025-10-06 06:53:55,669] WARNING: HTTP 429 from https://api.openalex.org/authors/A5079753269; retrying (attempt 1/3)
[2025-10-06 06:53:57,564] WARNING: HTTP 429 from https://api.openalex.org/authors/A5063978936; retrying (attempt 1/3)
[2025-10-06 06:53:59,383] WARNING: HTTP 429 from https://api.openalex.org/authors/A5025973951; retrying (attempt 1/3)
[2025-10-06 06:54:01,244] WARNING: HTTP 429 from https://api.openalex.org/authors/A5061429410; retrying (attempt 1/3)
[2025-10-06 06:54:03,248] WARNING: HTTP 429 from https://api.openalex.org/authors/A5084465267; retrying (attempt 1/3)
[2025-10-06 06:54:05,066] WARNING: HTTP 429 from https://api.openalex.org/authors/A5035453779; retrying (attempt 1/3)
[2025-10-06 06:54:06,933] WARNING: HTTP 429 from https://api.openalex.org/authors/A5075141276; retrying (attempt 1/3)
[2025-10-06 06:54:08,736] WARNING: HTTP 429 from https://api.openalex.org/authors/A5023884007; retrying (attempt 1/3)
[2025-10-06 06:54:10,706] WARNING: HTTP 429 from https://api.openalex.org/authors/A5066771113; retrying (attempt 1/3)
[2025-10-06 06:54:12,658] WARNING: HTTP 429 from https://api.openalex.org/authors/A5101917440; retrying (attempt 1/3)
[2025-10-06 06:54:14,498] WARNING: HTTP 429 from https://api.openalex.org/authors/A5103222296; retrying (attempt 1/3)
[2025-10-06 06:54:16,274] WARNING: HTTP 429 from https://api.openalex.org/authors/A5028446740; retrying (attempt 1/3)
[2025-10-06 06:54:18,131] WARNING: HTTP 429 from https://api.openalex.org/authors/A5012063931; retrying (attempt 1/3)
[2025-10-06 06:54:20,010] WARNING: HTTP 429 from https://api.openalex.org/authors/A5009217758; retrying (attempt 1/3)
[2025-10-06 06:54:22,082] WARNING: HTTP 429 from https://api.openalex.org/authors/A5090114736; retrying (attempt 1/3)
[2025-10-06 06:54:23,895] WARNING: HTTP 429 from https://api.openalex.org/authors/A5014472169; retrying (attempt 1/3)
[2025-10-06 06:54:25,675] WARNING: HTTP 429 from https://api.openalex.org/authors/A5102133557; retrying (attempt 1/3)
[2025-10-06 06:54:27,514] WARNING: HTTP 429 from https://api.openalex.org/authors/A5015274291; retrying (attempt 1/3)
[2025-10-06 06:54:29,298] WARNING: HTTP 429 from https://api.openalex.org/authors/A5006500798; retrying (attempt 1/3)
[2025-10-06 06:54:31,256] WARNING: HTTP 429 from https://api.openalex.org/authors/A5077271114; retrying (attempt 1/3)
[2025-10-06 06:54:33,047] WARNING: HTTP 429 from https://api.openalex.org/authors/A5078257061; retrying (attempt 1/3)
[2025-10-06 06:54:34,840] WARNING: HTTP 429 from https://api.openalex.org/authors/A5017737743; retrying (attempt 1/3)
[2025-10-06 06:54:36,649] WARNING: HTTP 429 from https://api.openalex.org/authors/A5062569953; retrying (attempt 1/3)
